File Name,File Size (Bytes),File Size,File Type Id,File Type Name,Category,Git-lfs,Component Name,Component Owner,Path
misc_with_archive.csv,76061,74.28 KB,74,CSV,Miscellaneous,No,File is not part of any component,,misc_with_archive.csv
misc_with_archive.csv,76061,74.28 KB,74,CSV,Miscellaneous,No,File is not part of any component,,misc_with_archive.csv
